36761,36761
57221,57221
10295,36761
79271,36761
75325,36761
22262,36761
43007,36761
92077,92077
39665,39665
65130,36761
56414,36761
62012,36761
40448,40448
23772,36761
48394,36761
39349,39349
67171,39349
41921,39349
21905,39349
49303,36761
38586,40448
31517,47960
71536,39349
10627,36761
11257,36761
16828,16828
65276,36761
92493,40448
54793,54793
13729,36761
82050,39349
33463,36761
90995,36761
55012,36761
66093,36761
46325,39349
48678,36761
90040,36761
36049,39349
77345,36761
36021,36761
43551,36761
31669,36761
62081,36761
54683,36761
52315,36761
38223,57221
91503,36761
91131,36761
25217,39349
90112,36761
16106,39349
74173,57221
89357,36761
20943,36761
16278,36761
45341,36761
40176,92077
34882,36761
33793,36761
58444,36761
15280,92077
21273,36761
39154,36761
53697,92077
96673,40448
58130,36761
64718,36761
66230,36761
38388,39349
85392,92077
91458,36761
97677,92077
31276,31276
56338,92077
68518,39349
83847,36761
50405,36761
89732,36761
49666,36761
25411,39349
15480,36761
44818,36761
50648,39349
62215,16828
56255,39349
90540,39349
55313,39349
41173,36761
67442,39349
12558,36761
99308,36761
36392,39349
37805,36761
33831,36761
95279,36761
49056,36761
65568,36761
32900,39349
38441,39349
45060,92077
79561,36761
15189,36761
19027,39349
52772,39349
55832,40448
72055,57221
78573,39349
55673,36761
64923,39349
86259,36761
19526,36761
63428,39349
52480,39349
14294,36761
18392,36761
99460,36761
55660,39349
70666,36761
93214,39349
78325,36761
63012,16828
96286,36761
65977,39349
41094,39349
97966,36761
28716,36761
32564,39349
33490,39349
90354,36761
84802,36761
69336,36761
47793,36761
34937,39349
28265,16828
31908,31276
64992,36761
46944,36761
30549,36761
64994,36761
75497,36761
87792,39349
14898,36761
87422,36761
96716,36761
44405,39349
82125,92077
18159,36761
64694,36761
10293,36761
59434,92077
18539,36761
16644,16644
55365,39349
64090,39349
98854,36761
41474,36761
55562,55562
94114,36761
59627,36761
73129,36761
77709,36761
30458,36761
33177,39349
13613,36761
11200,36761
55134,36761
47591,39349
68064,36761
78496,39349
45724,36761
68866,39349
24838,36761
25774,39349
99760,36761
34983,36761
65881,36761
19118,36761
68852,39349
12074,36761
48913,92077
16661,39349
24363,36761
79498,57221
80857,36761
13206,36761
85783,36761
62121,39349
66517,36761
98466,57221
63007,40448
63711,36761
74916,39349
22151,36761
57340,39349
55009,36761
43632,36761
22281,36761
71290,36761
20572,36761
54006,36761
20941,36761
52349,36761
37948,36761
14258,36761
34042,36761
80117,36761
45024,36761
43629,36761
97894,39349
97260,39349
27721,16644
99229,57221
21510,36761
15253,36761
45386,92077
30529,36761
91928,36761
37052,36761
43975,36761
48825,36761
23107,36761
70797,39349
32937,36761
33909,39349
15372,39349
74381,16828
15520,92077
76919,16828
51179,39349
21626,92077
31582,36761
88193,36761
96933,36761
26322,16828
28015,36761
91849,39349
18659,36761
47693,57221
25843,16644
94784,36761
14200,36761
26873,36761
43279,36761
28986,36761
71224,36761
59755,36761
93823,57221
26251,16828
69559,36761
46826,40448
58366,39349
84057,36761
50442,36761
99476,36761
17568,36761
86412,36761
40474,36761
15376,36761
25474,39349
85466,31276
96407,36761
96087,39349
14325,36761
67623,31276
48867,36761
11835,57221
45271,36761
96912,36761
80544,39349
19039,36761
49839,36761
63856,36761
31281,55562
77321,92077
17590,36761
44301,36761
42611,36761
80309,39665
95643,31276
82081,92077
23887,57221
54751,36761
76363,36761
93978,93978
84975,36761
64356,39349
99260,34567
14499,40448
19130,36761
45914,36761
32244,36761
75202,39349
40580,39349
86022,36761
21346,36761
47902,16644
65255,39349
40954,36761
79894,36761
63033,40448
83570,36761
95869,36761
55922,36761
55979,16828
32854,92077
56830,36761
37403,36761
81909,36761
45940,39349
12570,36761
70379,39349
15973,36761
97892,39349
17917,39349
78867,57221
20124,36761
26776,39349
96218,36761
45283,39349
44718,36761
96936,92077
12767,36761
30546,36761
46665,36761
60630,36761
44088,39349
54695,36761
31705,31276
17109,36761
18615,36761
32906,36761
13281,36761
29735,39349
21240,36761
65795,36761
47333,39349
70465,39349
79167,36761
42419,36761
29764,39349
94795,39349
77331,36761
86871,39349
47448,39349
23664,40448
11035,36761
48078,36761
10704,36761
14751,40448
35579,36761
47005,36761
28468,36761
90519,36761
48110,92077
53447,36761
84991,39349
86976,39349
75251,36761
35711,39349
27093,92077
81430,36761
87654,36761
56824,36761
82498,39349
77823,36761
70301,39349
91646,36761
96514,36761
37503,36761
87694,93978
76810,40448
57662,16644
88686,39349
41183,36761
58461,36761
45226,39349
48398,39349
96109,36761
35331,39349
33378,39349
40567,40448
76299,36761
22310,36761
39062,36761
20475,36761
87862,40448
96237,16828
19319,39349
89020,36761
98455,36761
99515,92077
70456,36761
26587,57221
63478,39349
61039,39349
64892,39349
94937,36761
62819,92077
11640,36761
81456,36761
58003,39349
33672,39349
90214,36761
74477,39349
23056,36761
14134,39349
85176,92077
11278,39349
87738,36761
70098,36761
71212,36761
62021,39349
22873,45499
69318,36761
34206,36761
71593,36761
88015,57221
26259,36761
60632,36761
16423,36761
30181,39349
63025,36761
27513,57221
73719,73719
57128,39349
19344,36761
34072,40448
78513,36761
42269,36761
42213,36761
88069,36761
59148,36761
71875,36761
31668,88643
47330,34567
34628,31276
54131,36761
65569,36761
57046,39349
85930,36761
36713,36761
18440,92077
47719,39349
12305,39349
99579,49322
28237,79094
59035,31276
19536,39349
29581,36761
94372,31276
33544,36761
38199,40448
30854,36761
57108,36761
78315,36761
82819,36761
81871,36761
16737,36761
81590,40448
92950,39349
61841,40448
74241,36761
70482,36761
67120,40448
81859,57221
74429,36761
60505,36761
90884,36761
81574,39349
44122,36761
67248,36761
93211,36761
64565,36761
72797,36761
38150,36761
39955,39349
80058,36761
73157,36761
49529,36761
26673,36761
47363,36761
82799,39349
82410,16644
85206,39349
18782,36761
88787,36761
33973,36761
56518,36761
57620,36761
58737,36761
22609,36761
61757,36761
65279,39349
43008,36761
44083,57221
73393,36761
62608,39349
12097,39349
63288,92077
11634,36761
99668,92077
34942,36761
77119,36761
99174,36761
41902,36761
12140,39349
89315,36761
18365,36761
92066,36761
52119,36761
36903,36761
37193,36761
68325,39349
39895,36761
96052,36761
67064,36761
40961,36761
80079,36761
30408,36761
64669,36761
82490,36761
24899,36761
95061,36761
29941,92077
36796,36761
73041,36761
75908,36761
22771,36761
96614,36761
65233,65233
61692,36761
48121,36761
65127,36761
21628,36761
55062,30175
52112,39349
88303,91269
11690,30175
44626,39349
12653,36761
39918,36761
85929,36761
55615,39349
77113,36761
42773,16828
79432,36761
21312,36761
57022,93978
71699,36761
19876,36761
30228,36761
99376,40448
47070,36761
49731,39349
15599,36761
41947,36761
72099,31276
92261,36761
61310,36761
49273,36761
44733,36761
37215,36761
45043,39349
80676,36761
36984,39349
97491,36761
99553,36761
48613,92077
54858,36761
15006,39349
29924,36761
78295,31276
35427,40448
89227,36761
51451,36761
55534,39349
19226,36761
17517,47960
53155,36761
23471,40448
27822,36761
62737,36761
35021,39349
54267,36761
60282,36761
55069,16644
92352,36761
44680,92077
93067,36761
71897,36761
42387,31276
32140,36761
66053,36761
37292,39349
81783,40448
18632,36761
42302,36761
29682,36761
98763,36761
68723,36761
51762,36761
70622,36761
62372,36761
72032,36761
43156,36761
47560,39349
71036,36761
71779,36761
96211,36761
47794,36761
88970,36761
60678,36761
59926,39349
22404,36761
63783,36761
82692,39665
45370,24951
38057,39349
58985,36761
55897,39349
44383,36761
82844,36761
54032,36761
69175,36761
26344,36761
38067,36761
11529,39349
66447,36761
58977,36761
19907,54173
15193,39349
21874,39349
47704,36761
33514,36761
11009,36761
59041,16828
98005,36761
10278,36761
79657,36761
21214,36761
86038,39349
97137,36761
44311,36761
40719,36761
70676,36761
30488,36761
17076,36761
82348,36761
31475,36761
99766,36761
71483,36761
49771,91866
24043,36761
50768,39349
39524,73719
30828,36761
94321,36761
91308,36761
21106,39349
74810,36761
94669,36761
91447,39349
43633,36761
68380,92077
56174,39349
53366,36761
88910,39349
90213,36761
60947,39349
18275,92077
62883,36761
34082,39349
76708,36761
39122,39349
31696,31276
54712,36761
89329,39349
75139,39349
62318,36761
54962,39349
62549,36761
65475,16828
15633,55562
69300,36761
39256,36761
22516,36761
58666,39349
78585,39349
21163,36761
45200,36761
26062,36761
12492,36761
75566,36761
54591,36761
69171,39349
20557,36761
30899,36761
68118,36761
73607,39349
76901,16828
61470,40448
94503,57221
24610,36761
84370,36761
43584,39349
81696,36761
90506,36761
68246,39349
24240,36761
71522,36761
48751,36761
78494,65233
35243,36761
33328,36761
85794,39349
86233,39349
71946,93978
55289,39349
86544,39349
32731,36761
75481,36761
64886,39349
96536,39349
18467,36761
40607,36761
46924,36761
13863,36761
73012,36761
62611,36761
66329,39349
45896,36761
24671,36761
85831,36761
90958,36761
73161,36761
83953,39349
15073,36761
52227,36761
50786,36761
30049,36761
24851,36761
25265,39349
51270,36761
85728,36761
35587,36761
23749,39349
44553,39349
35257,36761
80504,36761
76849,36761
65674,36761
25267,93978
32490,36761
83854,36761
28080,36761
20619,36761
65759,36761
29713,39349
53535,39349
16242,36761
67524,36761
72772,16828
52715,36761
96236,39349
27691,36761
81274,36761
10238,36761
86841,39349
20288,36761
62899,39349
77907,36761
53898,36761
39906,39349
42451,39349
56038,36761
16208,16644
59439,36761
72530,36761
44700,36761
20867,92077
46571,39349
86877,39349
48872,36761
29315,36761
34797,39349
38128,39349
88517,36761
50391,36761
76189,39349
33021,36761
22802,36761
18990,39349
99103,36761
17072,36761
66468,36761
34533,36761
33367,39349
32044,39665
36830,36761
49162,36761
19745,55562
53527,36761
96971,92077
39144,36761
32965,36761
88421,39349
31809,36761
51648,36761
25828,36761
75134,57221
91208,36761
16397,16828
23369,36761
22264,36761
17287,36761
26658,36761
89159,36761
29096,36761
86736,36761
60826,36761
63114,36761
69203,39349
67681,36761
85118,39349
53086,39349
57438,36761
90852,36761
36314,36761
54554,36761
67089,31276
46816,39349
73514,39349
37852,36761
67909,39665
50190,36761
82593,39349
49203,36761
41191,39349
37811,39349
74220,36761
50424,39349
79165,39665
53978,36761
52150,31276
37508,36761
68383,36761
69384,16828
89556,36761
23630,36761
71570,36761
96733,36761
16545,36761
39537,36761
45245,36761
40088,36761
61554,36761
70199,39349
94246,39349
87207,39349
66423,36761
55831,36761
65337,36761
11058,36761
32939,36761
23551,36761
48950,36761
68606,36761
56176,36761
55084,39349
13880,36761
28016,36761
89891,40448
17769,36761
33275,39349
79077,36761
77538,36761
98792,36761
35839,36761
92817,36761
40423,36761
29862,16828
97985,36761
84988,84988
64375,36761
78750,36761
92574,36761
52236,55562
82968,40448
54426,36761
12758,36761
68691,39349
98383,39349
90339,39349
22274,36761
79253,39349
20469,36761
35214,36761
31975,36761
17382,39349
85759,36761
40585,36761
34959,36761
17347,36761
59345,36761
22036,36761
38825,36761
35652,39349
25029,36761
13376,36761
50458,36761
56295,39349
21595,36761
18197,36761
53156,39349
37921,36761
38986,39349
67203,36761
89004,36761
31214,36761
75745,39349
94187,39349
84343,36761
12082,36761
86824,31276
57308,39349
74636,36761
20869,39349
53663,36761
78972,36761
49518,57221
48998,36761
69523,39349
86276,36761
69338,36761
20902,39349
24265,36761
24719,39349
77978,36761
72568,93978
69791,36761
49556,57221
41330,36761
81619,36761
46832,36761
14749,36761
67828,39349
49675,30175
89066,39349
14609,39349
94623,92077
42073,36761
15664,39349
81697,39349
32248,36761
54779,36761
54775,36761
84461,36761
22055,36761
71394,36761
10394,36761
51496,36761
52281,40448
28875,36761
45299,36761
73677,36761
22803,36761
27360,27360
88750,36761
14526,36761
50081,36761
87353,36761
76530,39349
91315,73719
22410,36761
99713,39349
27830,36761
74654,36761
30691,36761
86911,36761
99230,36761
42234,31276
36294,36761
56479,36761
35752,39349
96099,36761
25539,36761
31023,36761
32565,36761
97288,49322
12468,39349
44264,39349
28528,36761
12218,36761
34916,36761
45354,39349
99075,36761
23799,36761
36700,36761
45439,36761
24829,36761
12595,36761
64853,36761
37024,36761
82180,39349
29409,36761
83344,36761
13866,36761
31395,36761
38345,36761
95365,36761
93792,39349
75800,36761
95593,39349
90940,36761
76285,57221
83458,39349
53363,36761
77317,39349
80823,39349
83709,92077
44724,36761
89341,31276
75201,75201
91193,39349
38119,39349
60760,39349
47369,36761
65820,36761
89200,36761
21591,21591
73347,36761
64404,39349
30175,30175
93700,40448
82661,36761
12131,92077
41764,36761
12535,36761
74391,36761
68711,39349
52356,92077
70816,39349
77898,36761
45221,39349
28926,36761
82540,36761
95909,73719
64486,36761
91616,36761
74230,39349
97438,36761
36966,39349
27467,39349
28484,36761
29028,36761
52968,39349
93141,93978
50563,39349
84248,92077
69915,39349
70398,36761
17050,39349
77769,36761
35851,36761
70717,40448
10143,39349
79454,39349
34111,36761
92502,36761
78390,39349
35812,36761
12681,16828
26701,36761
85243,36761
58866,36761
65562,36761
26045,36761
35075,36761
33666,36761
89932,36761
46448,36761
13991,36761
20953,39349
34580,39349
33477,36761
50949,16828
67923,36761
15398,36761
75345,39349
87679,36761
92812,57221
95851,36761
80776,39349
63118,39349
64026,36761
27571,31276
83124,36761
13682,57221
18980,36761
78908,92077
28312,92077
16527,73719
84172,31276
88738,39349
18660,36761
30361,36761
72726,36761
91012,36761
96544,96544
62514,92077
47031,16828
54174,36761
78720,36761
73272,36761
30868,36761
35669,36761
25264,36761
12937,36761
17905,39349
13122,39349
32986,39349
41966,16828
67638,36761
96482,39349
38424,36761
92522,16644
16599,36761
31295,36761
70839,39349
62836,36761
54278,36761
12133,36761
92193,39349
25443,36761
79591,36761
40560,39349
62143,39349
74291,39349
97269,36761
89187,39349
45231,36761
88396,36761
62225,39349
51565,36761
83772,36761
30797,36761
12969,36761
72677,40448
48131,36761
62301,39349
81049,16644
76720,36761
86411,36761
37344,36761
43844,36761
45022,36761
72722,36761
67181,39349
29639,55562
95394,39665
40085,36761
49906,16644
69367,92077
95978,36761
35290,36761
42492,36761
47845,36761
86818,36761
79122,15423
58246,36761
18402,36761
72521,39349
66747,36761
83592,36761
78592,92077
70701,36761
48617,36761
68904,39349
33397,36761
85952,40448
13019,36761
88122,36761
38256,93978
93450,36761
35525,39349
61852,36761
52615,36761
48257,39349
53840,39349
35532,36761
69749,36761
59040,40448
15140,36761
23307,39349
77120,36761
82229,36761
33978,36761
37399,39349
67884,39349
16547,39349
38738,36761
52676,36761
30359,36761
95045,39349
44047,36761
36567,36761
49934,92077
67200,36761
63797,39349
68832,36761
71740,36761
14670,36761
64891,36761
18829,69774
82777,31276
45131,39349
76694,39349
16361,36761
10961,39349
62402,36761
47460,55562
45795,39349
25544,36761
92655,36761
50813,36761
15732,36761
47101,55562
27365,47960
69635,36761
19413,36761
70871,39349
46013,36761
47225,36761
98712,36761
73303,73303
46519,36761
13343,31276
19799,36761
68895,36761
56043,39349
49069,36761
13949,36761
17631,39349
37822,36761
68871,55562
55731,57221
19256,36761
30416,36761
26148,36761
18730,36761
36225,92077
37191,39349
65987,36761
64312,39349
95640,36761
99118,36761
81889,39349
45399,36761
77494,36761
23368,36761
99824,93978
19237,36761
48822,16828
10874,36761
45374,39349
38621,36761
76461,31276
95010,39349
83730,36761
75310,36761
76025,36761
65330,39349
76781,36761
25961,36761
78451,36761
55515,39349
22811,36761
44971,39665
46850,36761
10777,57221
29149,16828
98825,36761
35356,36761
10931,36761
79182,92077
55998,36761
63014,36761
95164,36761
82157,36761
35076,39349
76714,39349
50446,36761
39071,36761
21345,36761
62386,92077
76282,40448
35923,39349
91476,39349
78894,36761
56173,36761
47573,36761
31435,36761
88853,39349
89737,36761
22722,36761
48345,36761
48471,39349
19154,36761
83691,36761
67192,36761
36074,16644
30184,39349
89907,39349
46945,36761
82013,39349
89607,39349
51704,16644
16305,92077
40069,36761
73767,36761
13828,39349
63590,36761
65264,65264
73669,39349
71587,36761
29263,34567
56405,36761
73948,36761
69603,39349
41997,36761
27634,39349
81230,39349
14355,39349
71003,40448
96084,36761
24456,92077
36103,31276
68662,36761
29984,36761
23488,36761
30619,39349
44010,36761
22471,36761
94444,36761
78247,36761
24095,36761
44744,57221
18345,36761
79333,36761
50308,57221
74222,36761
12967,36761
55146,36761
39782,36761
19673,36761
73534,39349
10602,36761
73290,36761
64369,39349
60513,36761
85493,36761
47711,57221
28910,36761
61960,36761
48382,39349
33102,36761
54126,36761
28289,36761
37563,40448
37858,92077
32909,39349
75363,36761
15512,39349
43725,36761
64880,36761
88852,39349
14525,36761
53077,39349
72545,92077
29748,36761
43315,39349
94143,36761
98156,36761
21840,36761
39709,93978
22896,57221
59937,39349
64146,36761
54848,36761
96784,36761
62867,92077
19497,39349
24137,36761
82105,36761
20890,57221
48733,39349
99986,36761
88697,39349
70322,92077
73368,36761
51912,36761
17626,36761
45320,36761
97536,36761
92860,36761
49533,39349
37747,36761
36311,36761
89955,39349
46839,36761
51619,36761
47872,36761
21385,36761
69760,39349
17646,36761
19860,36761
78840,36761
22708,36761
83901,36761
75152,36761
33332,39349
25613,36761
17627,36761
84807,36761
99976,36761
82387,36761
72102,39349
79519,39349
59178,39349
24989,36761
26153,57221
72264,36761
97170,92077
89917,36761
15297,92077
12876,36761
90361,36761
58891,36761
87458,16828
18508,16644
73032,39349
84224,36761
38635,36761
51895,36761
59004,36761
34254,36761
30700,36761
96738,30175
33959,36761
81510,93978
85711,39349
13427,36761
76748,39349
31040,39349
41170,36761
34251,36761
79897,93978
42709,36761
67347,36761
69811,16828
16003,57221
46099,31276
41061,36761
89848,36761
90260,36761
40678,36761
18843,36761
57727,36761
58277,73719
68143,57221
64412,36761
96302,36761
84059,36761
98159,36761
96658,36761
78264,36761
66453,39349
56731,36761
34237,39349
45265,39349
25496,36761
82594,92077
13258,36761
90407,36761
28599,36761
63670,36761
62982,39349
90215,36761
82375,36761
99253,36761
74260,39349
45647,39349
48242,36761
93419,57221
40440,36761
72692,57221
55682,36761
80475,40448
65886,39349
69670,36761
24400,36761
19843,36761
79567,36761
12559,36761
95790,36761
86278,92077
79743,36761
70951,36761
41962,39665
15351,36761
29116,36761
99647,36761
76784,36761
45026,36761
82239,39349
65663,39349
31134,36761
54693,36761
21778,39349
94485,39349
30763,36761
55594,39349
22377,39349
37050,36761
26486,39349
94376,36761
19432,36761
57544,36761
12282,39349
57004,36761
90246,39349
18731,36761
14962,36761
62741,39349
11944,39349
36055,39349
65235,40448
94696,36761
73485,36761
65428,36761
21296,39349
32714,36761
93630,36761
98449,39349
62216,39349
32362,39349
50653,39349
23842,39349
94276,39349
22326,36761
22105,39349
39396,36761
96997,39349
14076,39349
88820,36761
37356,39349
74657,16828
61045,57221
91625,57221
52018,36761
66410,36761
50028,36761
61379,36761
84265,36761
59252,36761
26848,36761
22029,36761
12261,39349
47345,36761
57691,36761
41502,36761
19276,36761
15200,36761
18602,39349
46393,39349
71746,36761
40888,36761
33930,36761
68820,39349
60832,36761
97314,36761
71589,39349
24677,40448
41152,92077
33314,39349
29506,39349
90937,92077
51143,36761
30871,36761
13157,36761
35896,36761
99262,36761
66989,36761
48224,36761
69344,57221
46141,93978
31125,36761
24645,39349
81632,39665
99411,16644
20317,36761
81885,39349
94017,40448
50696,39349
49516,93978
69774,69774
80962,36761
11904,36761
49349,36761
94006,36761
28217,39349
13730,39349
98415,39349
61226,39349
75780,36761
45153,36761
33056,36761
82694,36761
24134,57221
89987,36761
79537,36761
88267,36761
81050,39349
68442,39349
98362,39349
50417,40448
42987,36761
35528,36761
63460,39349
89475,57221
13465,40448
45480,93978
10296,31276
32069,36761
57446,39349
29601,36761
22869,36761
70153,65233
55973,36761
95300,36761
64579,39349
66018,36761
80785,16644
27824,31276
97319,39349
57749,54173
40845,39349
15452,36761
60736,39349
90054,39349
31190,39349
26146,36761
91574,36761
12977,36761
31370,36761
66980,36761
73357,92077
35968,39349
48507,36761
61812,36761
44821,36761
86669,39349
29083,36761
85280,36761
99325,36761
25753,55562
43491,39349
76742,36761
12313,36761
52821,52821
20639,36761
89973,36761
62396,36761
49322,49322
92987,39349
61004,36761
22530,36761
11845,39349
27512,36761
65936,31276
26746,36761
74489,16644
82432,16828
45323,36761
20105,39349
97968,36761
71957,39349
60315,36761
40747,36761
90601,57221
69544,36761
10109,36761
13604,39349
28558,36761
24674,36761
80972,36761
16593,36761
82363,36761
65253,36761
36991,36761
79337,36761
92563,36761
70870,36761
28790,39349
66731,36761
32705,39349
33621,36761
52857,36761
25225,36761
93591,39349
52011,39349
15816,36761
27798,39349
57794,36761
50339,36761
60969,93978
11320,36761
76348,36761
69495,39349
34526,36761
