36761,36761,50
57221,57221,50
10295,36761,50
79271,36761,50
75325,36761,50
22262,36761,50
43007,36761,50
92077,92077,50
39665,16828,50
65130,36761,50
56414,36761,50
62012,36761,50
40448,39349,50
23772,36761,50
48394,36761,50
39349,39349,50
67171,39349,50
41921,39349,50
21905,39349,50
49303,36761,50
38586,39349,50
31517,31276,50
71536,39349,50
10627,36761,50
11257,36761,50
16828,16828,50
65276,36761,50
92493,39349,50
54793,39349,50
13729,36761,50
82050,39349,50
33463,36761,50
90995,36761,50
55012,36761,50
66093,36761,50
46325,39349,50
48678,36761,50
90040,36761,50
36049,39349,50
77345,36761,50
36021,36761,50
43551,36761,50
31669,36761,50
62081,36761,50
54683,36761,50
52315,36761,50
38223,57221,50
91503,36761,50
91131,36761,50
25217,39349,50
90112,36761,50
16106,39349,50
74173,57221,50
89357,36761,50
20943,36761,50
16278,36761,50
45341,36761,50
40176,92077,50
34882,36761,50
33793,36761,50
58444,36761,50
15280,92077,50
21273,36761,50
39154,36761,50
53697,92077,50
96673,39349,50
58130,36761,50
64718,36761,50
66230,36761,50
38388,39349,50
85392,92077,50
91458,36761,50
97677,92077,50
31276,31276,50
56338,92077,50
68518,39349,50
83847,36761,50
50405,36761,50
89732,36761,50
49666,36761,50
25411,39349,50
15480,36761,50
44818,36761,50
50648,39349,50
62215,16828,50
56255,39349,50
90540,39349,50
55313,39349,50
41173,36761,50
67442,39349,50
12558,36761,50
99308,36761,50
36392,39349,50
37805,36761,50
33831,36761,50
95279,36761,50
49056,36761,50
65568,36761,50
32900,39349,50
38441,39349,50
45060,92077,50
79561,36761,50
15189,36761,50
19027,39349,50
52772,39349,50
55832,39349,50
72055,57221,50
78573,39349,50
55673,36761,50
64923,39349,50
86259,36761,50
19526,36761,50
63428,39349,50
52480,39349,50
14294,36761,50
18392,36761,50
99460,36761,50
55660,39349,50
70666,36761,50
93214,39349,50
78325,36761,50
63012,16828,50
96286,36761,50
65977,39349,50
41094,39349,50
97966,36761,50
28716,36761,50
32564,39349,50
33490,39349,50
90354,36761,50
84802,36761,50
69336,36761,50
47793,36761,50
34937,39349,50
28265,16828,50
31908,31276,50
64992,36761,50
46944,36761,50
30549,36761,50
64994,36761,50
75497,36761,50
87792,39349,50
14898,36761,50
87422,36761,50
96716,36761,50
44405,39349,50
82125,92077,50
18159,36761,50
64694,36761,50
10293,36761,50
59434,92077,50
18539,36761,50
16644,31276,50
55365,39349,50
64090,39349,50
98854,36761,50
41474,36761,50
55562,55562,50
94114,36761,50
59627,36761,50
73129,36761,50
77709,36761,50
30458,36761,50
33177,39349,50
13613,36761,50
11200,36761,50
55134,36761,50
47591,39349,50
68064,36761,50
78496,39349,50
45724,36761,50
68866,39349,50
24838,36761,50
25774,39349,50
99760,36761,50
34983,36761,50
65881,36761,50
19118,36761,50
68852,39349,50
12074,36761,50
48913,92077,50
16661,39349,50
24363,36761,50
79498,57221,50
80857,36761,50
13206,36761,50
85783,36761,50
62121,39349,50
66517,36761,50
98466,57221,50
63007,39349,50
63711,36761,50
74916,39349,50
22151,36761,50
57340,39349,50
55009,36761,50
43632,36761,50
22281,36761,50
71290,36761,50
20572,36761,50
54006,36761,50
20941,36761,50
52349,36761,50
37948,36761,50
14258,36761,50
34042,36761,50
80117,36761,50
45024,36761,50
43629,36761,50
97894,39349,50
97260,39349,50
27721,31276,50
99229,57221,50
21510,36761,50
15253,36761,50
45386,92077,50
30529,36761,50
91928,36761,50
37052,36761,50
43975,36761,50
48825,36761,50
23107,36761,50
70797,39349,50
32937,36761,50
33909,39349,50
15372,39349,50
74381,16828,50
15520,92077,50
76919,16828,50
51179,39349,50
21626,92077,50
31582,36761,50
88193,36761,50
96933,36761,50
26322,16828,50
28015,36761,50
91849,39349,50
18659,36761,50
47693,57221,50
25843,31276,50
94784,36761,50
14200,36761,50
26873,36761,50
43279,36761,50
28986,36761,50
71224,36761,50
59755,36761,50
93823,57221,50
26251,16828,50
69559,36761,50
46826,39349,50
58366,39349,50
84057,36761,50
50442,36761,50
99476,36761,50
17568,36761,50
86412,36761,50
40474,36761,50
15376,36761,50
25474,39349,50
85466,31276,50
96407,36761,50
96087,39349,50
14325,36761,50
67623,31276,50
48867,36761,50
11835,57221,50
45271,36761,50
96912,36761,50
80544,39349,50
19039,36761,50
49839,36761,50
63856,36761,50
31281,55562,50
77321,92077,50
17590,36761,50
44301,36761,50
42611,36761,50
80309,16828,50
95643,31276,50
82081,92077,50
23887,57221,50
54751,36761,50
76363,36761,50
93978,93978,50
84975,36761,50
64356,39349,50
99260,16828,50
14499,39349,50
19130,36761,50
45914,36761,50
32244,36761,50
75202,39349,50
40580,39349,50
86022,36761,50
21346,36761,50
47902,31276,50
65255,39349,50
40954,36761,50
79894,36761,50
63033,39349,50
83570,36761,50
95869,36761,50
55922,36761,50
55979,16828,50
32854,92077,50
56830,36761,50
37403,36761,50
81909,36761,50
45940,39349,50
12570,36761,50
70379,39349,50
15973,36761,50
97892,39349,50
17917,39349,50
78867,57221,50
20124,36761,50
26776,39349,50
96218,36761,50
45283,39349,50
44718,36761,50
96936,92077,50
12767,36761,50
30546,36761,50
46665,36761,50
60630,36761,50
44088,39349,50
54695,36761,50
31705,31276,50
17109,36761,50
18615,36761,50
32906,36761,50
13281,36761,50
29735,39349,50
21240,36761,50
65795,36761,50
47333,39349,50
70465,39349,50
79167,36761,50
42419,36761,50
29764,39349,50
94795,39349,50
77331,36761,50
86871,39349,50
47448,39349,50
23664,39349,50
11035,36761,50
48078,36761,50
10704,36761,50
14751,39349,50
35579,36761,50
47005,36761,50
28468,36761,50
90519,36761,50
48110,92077,50
53447,36761,50
84991,39349,50
86976,39349,50
75251,36761,50
35711,39349,50
27093,92077,50
81430,36761,50
87654,36761,50
56824,36761,50
82498,39349,50
77823,36761,50
70301,39349,50
91646,36761,50
96514,36761,50
37503,36761,50
87694,93978,50
76810,76810,50
57662,31276,50
88686,39349,50
41183,36761,50
58461,36761,50
45226,39349,50
48398,39349,50
96109,36761,50
35331,39349,50
33378,39349,50
40567,39349,50
76299,36761,50
22310,36761,50
39062,36761,50
20475,36761,50
87862,39349,50
96237,16828,50
19319,39349,50
89020,36761,50
98455,36761,50
99515,92077,50
70456,36761,50
26587,57221,50
63478,39349,50
61039,39349,50
64892,39349,50
94937,36761,50
62819,92077,50
11640,36761,50
81456,36761,50
58003,39349,50
33672,39349,50
90214,36761,50
74477,39349,50
23056,36761,50
14134,39349,50
85176,92077,50
11278,39349,50
87738,36761,50
70098,36761,50
71212,36761,50
62021,39349,50
22873,45499,50
69318,36761,50
34206,36761,50
71593,36761,50
88015,57221,50
26259,36761,50
60632,36761,50
16423,36761,50
30181,39349,50
63025,36761,50
27513,57221,50
73719,93978,50
57128,39349,50
19344,36761,50
34072,39349,50
78513,36761,50
42269,36761,50
42213,36761,50
88069,36761,50
59148,36761,50
71875,36761,50
31668,31276,50
47330,39349,50
34628,31276,50
54131,36761,50
65569,36761,50
57046,39349,50
85930,36761,50
36713,36761,50
18440,92077,50
47719,39349,50
12305,39349,50
99579,49322,50
28237,79094,50
59035,31276,50
19536,39349,50
29581,36761,50
94372,31276,50
33544,36761,50
38199,39349,50
30854,36761,50
57108,36761,50
78315,36761,50
82819,36761,50
81871,36761,50
16737,36761,50
81590,39349,50
92950,39349,50
61841,39349,50
74241,36761,50
70482,36761,50
67120,39349,50
81859,57221,50
74429,36761,50
60505,36761,50
90884,36761,50
81574,39349,50
44122,36761,50
67248,36761,50
93211,36761,50
64565,36761,50
72797,36761,50
38150,36761,50
39955,39349,50
80058,36761,50
73157,36761,50
49529,36761,50
26673,36761,50
47363,36761,50
82799,39349,50
82410,31276,50
85206,39349,50
18782,36761,50
88787,36761,50
33973,36761,50
56518,36761,50
57620,36761,50
58737,36761,50
22609,36761,50
61757,36761,50
65279,39349,50
43008,36761,50
44083,57221,50
73393,36761,50
62608,39349,50
12097,39349,50
63288,92077,50
11634,36761,50
99668,92077,50
34942,36761,50
77119,36761,50
99174,36761,50
41902,36761,50
12140,39349,50
89315,36761,50
18365,36761,50
92066,36761,50
52119,36761,50
36903,36761,50
37193,36761,50
68325,39349,50
39895,36761,50
96052,36761,50
67064,36761,50
40961,36761,50
80079,36761,50
30408,36761,50
64669,36761,50
82490,36761,50
24899,36761,50
95061,36761,50
29941,92077,50
36796,36761,50
73041,36761,50
75908,36761,50
22771,36761,50
96614,36761,50
65233,65233,50
61692,36761,50
48121,36761,50
65127,36761,50
21628,36761,50
55062,30175,50
52112,39349,50
88303,55562,50
11690,30175,50
44626,39349,50
12653,36761,50
39918,36761,50
85929,36761,50
55615,39349,50
77113,36761,50
42773,16828,50
79432,36761,50
21312,36761,50
57022,93978,50
71699,36761,50
19876,36761,50
30228,36761,50
99376,99376,50
47070,36761,50
49731,39349,50
15599,36761,50
41947,36761,50
72099,31276,50
92261,36761,50
61310,36761,50
49273,36761,50
44733,36761,50
37215,36761,50
45043,39349,50
80676,36761,50
36984,39349,50
97491,36761,50
99553,36761,50
48613,92077,50
54858,36761,50
15006,39349,50
29924,36761,50
78295,31276,50
35427,39349,50
89227,36761,50
51451,36761,50
55534,39349,50
19226,36761,50
17517,47960,50
53155,36761,50
23471,39349,50
27822,36761,50
62737,36761,50
35021,39349,50
54267,36761,50
60282,36761,50
55069,31276,50
92352,36761,50
44680,92077,50
93067,36761,50
71897,36761,50
42387,31276,50
32140,36761,50
66053,36761,50
37292,39349,50
81783,39349,50
18632,36761,50
42302,36761,50
29682,36761,50
98763,36761,50
68723,36761,50
51762,36761,50
70622,36761,50
62372,36761,50
72032,36761,50
43156,36761,50
47560,39349,50
71036,36761,50
71779,36761,50
96211,36761,50
47794,36761,50
88970,36761,50
60678,36761,50
59926,39349,50
22404,36761,50
63783,36761,50
82692,16828,50
45370,24951,50
38057,39349,50
58985,36761,50
55897,39349,50
44383,36761,50
82844,36761,50
54032,36761,50
69175,36761,50
26344,36761,50
38067,36761,50
11529,39349,50
66447,36761,50
58977,36761,50
19907,49322,50
15193,39349,50
21874,39349,50
47704,36761,50
33514,36761,50
11009,36761,50
59041,16828,50
98005,36761,50
10278,36761,50
79657,36761,50
21214,36761,50
86038,39349,50
97137,36761,50
44311,36761,50
40719,36761,50
70676,36761,50
30488,36761,50
17076,36761,50
82348,36761,50
31475,36761,50
99766,36761,50
71483,36761,50
49771,49771,50
24043,36761,50
50768,39349,50
39524,31276,50
30828,36761,50
94321,36761,50
91308,36761,50
21106,39349,50
74810,36761,50
94669,36761,50
91447,39349,50
43633,36761,50
68380,92077,50
56174,39349,50
53366,36761,50
88910,39349,50
90213,36761,50
60947,39349,50
18275,92077,50
62883,36761,50
34082,39349,50
76708,36761,50
39122,39349,50
31696,31276,50
54712,36761,50
89329,39349,50
75139,39349,50
62318,36761,50
54962,39349,50
62549,36761,50
65475,16828,50
15633,55562,50
69300,36761,50
39256,36761,50
22516,36761,50
58666,39349,50
78585,39349,50
21163,36761,50
45200,36761,50
26062,36761,50
12492,36761,50
75566,36761,50
54591,36761,50
69171,39349,50
20557,36761,50
30899,36761,50
68118,36761,50
73607,39349,50
76901,16828,50
61470,39349,50
94503,57221,50
24610,36761,50
84370,36761,50
43584,39349,50
81696,36761,50
90506,36761,50
68246,39349,50
24240,36761,50
71522,36761,50
48751,36761,50
78494,65233,50
35243,36761,50
33328,36761,50
85794,39349,50
86233,39349,50
71946,93978,50
55289,39349,50
86544,39349,50
32731,36761,50
75481,36761,50
64886,39349,50
96536,39349,50
18467,36761,50
40607,36761,50
46924,36761,50
13863,36761,50
73012,36761,50
62611,36761,50
66329,39349,50
45896,36761,50
24671,36761,50
85831,36761,50
90958,36761,50
73161,36761,50
83953,39349,50
15073,36761,50
52227,36761,50
50786,36761,50
30049,36761,50
24851,36761,50
25265,39349,50
51270,36761,50
85728,36761,50
35587,36761,50
23749,39349,50
44553,39349,50
35257,36761,50
80504,36761,50
76849,36761,50
65674,36761,50
25267,93978,50
32490,36761,50
83854,36761,50
28080,36761,50
20619,36761,50
65759,36761,50
29713,39349,50
53535,39349,50
16242,36761,50
67524,36761,50
72772,16828,50
52715,36761,50
96236,39349,50
27691,36761,50
81274,36761,50
10238,36761,50
86841,39349,50
20288,36761,50
62899,39349,50
77907,36761,50
53898,36761,50
39906,39349,50
42451,39349,50
56038,36761,50
16208,31276,50
59439,36761,50
72530,36761,50
44700,36761,50
20867,92077,50
46571,39349,50
86877,39349,50
48872,36761,50
29315,36761,50
34797,39349,50
38128,39349,50
88517,36761,50
50391,36761,50
76189,39349,50
33021,36761,50
22802,36761,50
18990,39349,50
99103,36761,50
17072,36761,50
66468,36761,50
34533,36761,50
33367,39349,50
32044,16828,50
36830,36761,50
49162,36761,50
19745,55562,50
53527,36761,50
96971,92077,50
39144,36761,50
32965,36761,50
88421,39349,50
31809,36761,50
51648,36761,50
25828,36761,50
75134,57221,50
91208,36761,50
16397,16828,50
23369,36761,50
22264,36761,50
17287,36761,50
26658,36761,50
89159,36761,50
29096,36761,50
86736,36761,50
60826,36761,50
63114,36761,50
69203,39349,50
67681,36761,50
85118,39349,50
53086,39349,50
57438,36761,50
90852,36761,50
36314,36761,50
54554,36761,50
67089,31276,50
46816,39349,50
73514,39349,50
37852,36761,50
67909,16828,50
50190,36761,50
82593,39349,50
49203,36761,50
41191,39349,50
37811,39349,50
74220,36761,50
50424,39349,50
79165,16828,50
53978,36761,50
52150,31276,50
37508,36761,50
68383,36761,50
69384,16828,50
89556,36761,50
23630,36761,50
71570,36761,50
96733,36761,50
16545,36761,50
39537,36761,50
45245,36761,50
40088,36761,50
61554,36761,50
70199,39349,50
94246,39349,50
87207,39349,50
66423,36761,50
55831,36761,50
65337,36761,50
11058,36761,50
32939,36761,50
23551,36761,50
48950,36761,50
68606,36761,50
56176,36761,50
55084,39349,50
13880,36761,50
28016,36761,50
89891,39349,50
17769,36761,50
33275,39349,50
79077,36761,50
77538,36761,50
98792,36761,50
35839,36761,50
92817,36761,50
40423,36761,50
29862,16828,50
97985,36761,50
84988,84988,50
64375,36761,50
78750,36761,50
92574,36761,50
52236,55562,50
82968,39349,50
54426,36761,50
12758,36761,50
68691,39349,50
98383,39349,50
90339,39349,50
22274,36761,50
79253,39349,50
20469,36761,50
35214,36761,50
31975,36761,50
17382,39349,50
85759,36761,50
40585,36761,50
34959,36761,50
17347,36761,50
59345,36761,50
22036,36761,50
38825,36761,50
35652,39349,50
25029,36761,50
13376,36761,50
50458,36761,50
56295,39349,50
21595,36761,50
18197,36761,50
53156,39349,50
37921,36761,50
38986,39349,50
67203,36761,50
89004,36761,50
31214,36761,50
75745,39349,50
94187,39349,50
84343,36761,50
12082,36761,50
86824,31276,50
57308,39349,50
74636,36761,50
20869,39349,50
53663,36761,50
78972,36761,50
49518,57221,50
48998,36761,50
69523,39349,50
86276,36761,50
69338,36761,50
20902,39349,50
24265,36761,50
24719,39349,50
77978,36761,50
72568,93978,50
69791,36761,50
49556,57221,50
41330,36761,50
81619,36761,50
46832,36761,50
14749,36761,50
67828,39349,50
49675,30175,50
89066,39349,50
14609,39349,50
94623,92077,50
42073,36761,50
15664,39349,50
81697,39349,50
32248,36761,50
54779,36761,50
54775,36761,50
84461,36761,50
22055,36761,50
71394,36761,50
10394,36761,50
51496,36761,50
52281,39349,50
28875,36761,50
45299,36761,50
73677,36761,50
22803,36761,50
27360,27360,50
88750,36761,50
14526,36761,50
50081,36761,50
87353,36761,50
76530,39349,50
91315,31276,50
22410,36761,50
99713,39349,50
27830,36761,50
74654,36761,50
30691,36761,50
86911,36761,50
99230,36761,50
42234,31276,50
36294,36761,50
56479,36761,50
35752,39349,50
96099,36761,50
25539,36761,50
31023,36761,50
32565,36761,50
97288,49322,50
12468,39349,50
44264,39349,50
28528,36761,50
12218,36761,50
34916,36761,50
45354,39349,50
99075,36761,50
23799,36761,50
36700,36761,50
45439,36761,50
24829,36761,50
12595,36761,50
64853,36761,50
37024,36761,50
82180,39349,50
29409,36761,50
83344,36761,50
13866,36761,50
31395,36761,50
38345,36761,50
95365,36761,50
93792,39349,50
75800,36761,50
95593,39349,50
90940,36761,50
76285,57221,50
83458,39349,50
53363,36761,50
77317,39349,50
80823,39349,50
83709,92077,50
44724,36761,50
89341,89341,50
75201,16828,50
91193,39349,50
38119,39349,50
60760,39349,50
47369,36761,50
65820,36761,50
89200,36761,50
21591,39349,50
73347,36761,50
64404,39349,50
30175,30175,50
93700,39349,50
82661,36761,50
12131,92077,50
41764,36761,50
12535,36761,50
74391,36761,50
68711,39349,50
52356,92077,50
70816,39349,50
77898,36761,50
45221,39349,50
28926,36761,50
82540,36761,50
95909,31276,50
64486,36761,50
91616,36761,50
74230,39349,50
97438,36761,50
36966,39349,50
27467,39349,50
28484,36761,50
29028,36761,50
52968,39349,50
93141,93978,50
50563,39349,50
84248,92077,50
69915,39349,50
70398,36761,50
17050,39349,50
77769,36761,50
35851,36761,50
70717,39349,50
10143,39349,50
79454,39349,50
34111,36761,50
92502,36761,50
78390,39349,50
35812,36761,50
12681,16828,50
26701,36761,50
85243,36761,50
58866,36761,50
65562,36761,50
26045,36761,50
35075,36761,50
33666,36761,50
89932,36761,50
46448,36761,50
13991,36761,50
20953,39349,50
34580,39349,50
33477,36761,50
50949,16828,50
67923,36761,50
15398,36761,50
75345,39349,50
87679,36761,50
92812,57221,50
95851,36761,50
80776,39349,50
63118,39349,50
64026,36761,50
27571,31276,50
83124,36761,50
13682,57221,50
18980,36761,50
78908,92077,50
28312,92077,50
16527,31276,50
84172,31276,50
88738,39349,50
18660,36761,50
30361,36761,50
72726,36761,50
91012,36761,50
96544,96544,50
62514,92077,50
47031,16828,50
54174,36761,50
78720,36761,50
73272,36761,50
30868,36761,50
35669,36761,50
25264,36761,50
12937,36761,50
17905,39349,50
13122,39349,50
32986,39349,50
41966,16828,50
67638,36761,50
96482,96482,50
38424,36761,50
92522,31276,50
16599,36761,50
31295,36761,50
70839,39349,50
62836,36761,50
54278,36761,50
12133,36761,50
92193,39349,50
25443,36761,50
79591,36761,50
40560,39349,50
62143,39349,50
74291,39349,50
97269,36761,50
89187,39349,50
45231,36761,50
88396,36761,50
62225,39349,50
51565,36761,50
83772,36761,50
30797,36761,50
12969,36761,50
72677,39349,50
48131,36761,50
62301,39349,50
81049,31276,50
76720,36761,50
86411,36761,50
37344,36761,50
43844,36761,50
45022,36761,50
72722,36761,50
67181,39349,50
29639,55562,50
95394,16828,50
40085,36761,50
49906,31276,50
69367,92077,50
95978,36761,50
35290,36761,50
42492,36761,50
47845,36761,50
86818,36761,50
79122,36761,50
58246,36761,50
18402,36761,50
72521,39349,50
66747,36761,50
83592,36761,50
78592,92077,50
70701,36761,50
48617,36761,50
68904,39349,50
33397,36761,50
85952,39349,50
13019,36761,50
88122,36761,50
38256,93978,50
93450,36761,50
35525,39349,50
61852,36761,50
52615,36761,50
48257,39349,50
53840,39349,50
35532,36761,50
69749,36761,50
59040,39349,50
15140,36761,50
23307,39349,50
77120,36761,50
82229,36761,50
33978,36761,50
37399,39349,50
67884,39349,50
16547,39349,50
38738,36761,50
52676,36761,50
30359,36761,50
95045,39349,50
44047,36761,50
36567,36761,50
49934,92077,50
67200,36761,50
63797,39349,50
68832,36761,50
71740,36761,50
14670,36761,50
64891,36761,50
18829,36761,50
82777,31276,50
45131,39349,50
76694,39349,50
16361,36761,50
10961,39349,50
62402,36761,50
47460,55562,50
45795,39349,50
25544,36761,50
92655,36761,50
50813,36761,50
15732,36761,50
47101,55562,50
27365,47960,50
69635,36761,50
19413,36761,50
70871,39349,50
46013,36761,50
47225,36761,50
98712,36761,50
73303,93978,50
46519,36761,50
13343,31276,50
19799,36761,50
68895,36761,50
56043,39349,50
49069,36761,50
13949,36761,50
17631,39349,50
37822,36761,50
68871,55562,50
55731,57221,50
19256,36761,50
30416,36761,50
26148,36761,50
